"word","n"
"меморандум",1
"мен",1
"менежмент",1
"менел",1
"мензульн",1
"ментальн",1
"меншуткін",1
"мережев",1
"меренк",1
"меренков",1
"меркур",1
"мерн",1
"меседж",1
"метаболічн",1
"метал",1
"металообробк",1
"метеорит",1
"метеостанц",1
"методистк",1
"методистіввикладач",1
"методичнодидактичн",1
"метрическ",1
"метричн",1
"метров",1
"мехатроніц",1
"мешканц",1
"миколайовичпоясн",1
"миньк",1
"мир",1
"мирзасіденк",1
"мирошніченк",1
"мислицьк",1
"мисліцьк",1
"мисник",1
"мистецтвознавц",1
"мит",1
"митн",1
"митрофаненк",1
"михальськ",1
"мкамянк",1
"млинц",1
"млн",1
"мнов",1
"множин",1
"множинн",1
"мобільніст",1
"мобілізувал",1
"мовчан",1
"модем",1
"модернізац",1
"модернізув",1
"модерован",1
"модерувал",1
"модифікаці",1
"можливістьспілкув",1
"мозаїк",1
"мозк",1
"молд",1
"молдаван",1
"молександр",1
"молекулярногенетичн",1
"молодд",1
"молодц",1
"молочн",1
"монограф",1
"монооксид",1
"мороз",1
"московчук",1
"мост",1
"мотивац",1
"мотиваціє",1
"мотивув",1
"мотивувал",1
"мотивуванн",1
"мотивуют",1
"моторролл",1
"мохур",1
"мп",1
"мпденисенк",1
"мпдрагоман",1
"мпнп",1
"мрц",1
"мріял",1
"мрієт",1
"мсбобров",1
"мтлісовськ",1
"мтрифон",1
"мужн",1
"музейетнолаборатор",1
"мулик",1
"мультфільм",1
"муніципальн",1
"муран",1
"мусаєв",1
"мф",1
"мяз",1
"мякост",1
"мяч",1
"мєдвєдєв",1
"міжгрупов",1
"міжконтинентальн",1
"міжнародноїрекрутингов",1
"міжособистісн",1
"мікробіт",1
"мікрокомпютер",1
"мікросхем",1
"мілрад",1
"мільйон",1
"мілютін",1
"мілєн",1
"мінб",1
"мінімайстерклас",1
"мінімальн",1
"мінімізув",1
"мініплатформ",1
"містобудуванн",1
"містян",1
"міськрад",1
"місіє",1
"міт",1
"міх",1
"мішин",1
"набир",1
"наближаюч",1
"наближаєт",1
"наблиз",1
"набрал",1
"набуваєт",1
"навал",1
"наведім",1
"навиворіт",1
"навик",1
"навколоземн",1
"навряд",1
"навчальнонаук",1
"навчальнопізнавальн",1
"навчальнореабілітаційн",1
"навчальнотематичн",1
"навчальнотеоретичн",1
"навчан",1
"навчанняпід",1
"навчатимут",1
"навчаєют",1
"нагадал",1
"нагадаєм",1
"нагадув",1
"нагадуванн",1
"нагадуют",1
"нагадуєм",1
"наголошувал",1
"наголошуют",1
"нагороджен",1
"нагородил",1
"нагріваєт",1
"нагріт",1
"надаст",1
"надаєм",1
"надбанн",1
"надихал",1
"надихну",1
"надихнул",1
"надсилают",1
"надход",1
"надходит",1
"наді",1
"надійн",1
"надійшл",1
"нажал",1
"нажив",1
"назва",1
"назвал",1
"наздогн",1
"найактивніш",1
"найвідповідальніш",1
"найграмотніш",1
"найдрібніш",1
"найдієвіш",1
"найкоротш",1
"найлегш",1
"наймолодш",1
"найнагальніш",1
"найнеобхідніш",1
"найновіш",1
"найпростіш",1
"найрозумніш",1
"найстарш",1
"найсучасніш",1
"найтрагічніш",1
"найулюбленіш",1
"найчастіш",1
"найяскравіш",1
"накопиченн",1
"накопичувач",1
"належ",1
"наліч",1
"намагаюч",1
"намалю",1
"намалюв",1
"намір",1
"намітил",1
"наночастинок",1
"наочност",1
"наочніст",1
"наповнен",1
"наповнил",1
"наповнюв",1
"наповнювал",1
"наповнюваніст",1
"наполегливост",1
"наполегливіст",1
"напрацьовув",1
"напрацюван",1
"напруженн",1
"напівпрозор",1
"наратив",1
"нарахов",1
"нарисн",1
"наробк",1
"наробок",1
"наррикінц",1
"населен",1
"наскрізн",1
"насолод",1
"насолоджув",1
"насолодит",1
"наставл",1
"наступност",1
"насьогодн",1
"натоміст",1
"науквалер",1
"науковицясухомліністк",1
"наукововидавнич",1
"наукововиробнич",1
"науковогоінноваційн",1
"науководослідч",1
"науковопубліцистичн",1
"наум",1
"націл",1
"націлю",1
"національноукраїнськ",1
"національніст",1
"начал",1
"начальниц",1
"начальнице",1
"нашвидкуруч",1
"нащадк",1
"нвк",1
"нвподопригор",1
"нвр",1
"неабик",1
"небайдужіст",1
"небезпек",1
"небезпечн",1
"невизначен",1
"невизначеност",1
"невтомн",1
"невід",1
"недалек",1
"недвиг",1
"недоброчесн",1
"недоброчесніст",1
"недосконалост",1
"недостатн",1
"незайв",1
"незаконн",1
"незвичайн",1
"незламніст",1
"незнайом",1
"нелінійн",1
"неминуч",1
"неможлив",1
"ненавмисн",1
"необовязков",1
"неодноразов",1
"неординарн",1
"неофіційн",1
"неперевершен",1
"непередбачуван",1
"неперервн",1
"неповторніст",1
"непоган",1
"непотрібн",1
"нераціональн",1
"нерівн",1
"нерівніст",1
"несвідомін",1
"несправедлив",1
"несприятлив",1
"нестаціонарн",1
"несторенк",1
"несут",1
"нетипов",1
"неукраїнськ",1
"нещасн",1
"нив",1
"низьк",1
"ниткограф",1
"нищит",1
"нкушнір",1
"нмироненк",1
"нмк",1
"нммасл",1
"ннсгб",1
"нобелівськ",1
"новац",1
"новийпереглянут",1
"новинк",1
"новоархангельськ",1
"новомиргород",1
"новоросійськ",1
"новоселицьк",1
"новіков",1
"нопасічник",1
"норайрович",1
"нормальн",1
"нормалізац",1
"нормалізаці",1
"носач",1
"носил",1
"носит",1
"носк",1
"носінн",1
"нсту",1
"ньюйорк",1
"нівелюв",1
"ніжніст",1
"ніжок",1
"нінел",1
"нітрат",1
"ніщербатюк",1
"оабрам",1
"обʼєктивніст",1
"обвідн",1
"обговорюют",1
"обгрунтовуюч",1
"обгрунтуванн",1
"обдаруванн",1
"обезрозмірюванн",1
"обел",1
"обережн",1
"обладнан",1
"облаштован",1
"облаштуванн",1
"облдержадміністраці",1
"облспоживспілк",1
"обмеж",1
"обмеженн",1
"обмеженост",1
"обожню",1
"оборонц",1
"образотворч",1
"обрал",1
"оброблен",1
"обробленн",1
"обрі",1
"обсерваторі",1
"обслуговуюч",1
"обстеженн",1
"обстріл",1
"обєднал",1
"обєктивност",1
"обіг",1
"обґрунтовув",1
"обґрунтовуюч",1
"обґрунтув",1
"обґрунтувал",1
"обґрунтуванн",1
"овабрам",1
"оваці",1
"оволодівают",1
"овтерещенк",1
"огл",1
"оглядаюч",1
"оголос",1
"оголошувал",1
"оголошуют",1
"одержув",1
"одесит",1
"одяганн",1
"одягл",1
"одягну",1
"одягнут",1
"ожил",1
"оз",1
"озвучен",1
"озвучил",1
"озеленит",1
"ознайомлюв",1
"ознайомлюют",1
"ознайомч",1
"означал",1
"озон",1
"окб",1
"околиц",1
"окомірн",1
"окреслюватимут",1
"окривонос",1
"окуляр",1
"окупант",1
"олександровн",1
"олександрівк",1
"олексіївськ",1
"ольгоюпуляк",1
"ольз",1
"олійниченк",1
"олімпійц",1
"оминул",1
"омріян",1
"омцаренк",1
"онла",1
"онлайзустріч",1
"онлайнбронюванн",1
"онлайнвікторин",1
"онлайнголосуванн",1
"онлайнзагроз",1
"онлайнзанятт",1
"онлайнзасоб",1
"онлайнзахід",1
"онлайнкартосх",1
"онлайнкур",1
"онлайнлекц",1
"онлайнмагазин",1
"онлайнматері",1
"онлайннавчанн",1
"онлайнобговоренн",1
"онлайносвіт",1
"онлайнресурс",1
"онлайнсервіс",1
"онлайнсервісівнаголошен",1
"онлайнсимуляц",1
"онлайнсистем",1
"онлайнтрансляці",1
"онлайнінструмент",1
"онлайнінтенсив",1
"оновлюв",1
"онуфріївськ",1
"опанован",1
"оперативн",1
"оператормашин",1
"опинил",1
"описанн",1
"описув",1
"опитуван",1
"опл",1
"опмакарчук",1
"ополіщук",1
"опор",1
"оприлюднен",1
"оприлюдненн",1
"оптимізаці",1
"оптимізм",1
"оптимістичн",1
"оптичн",1
"опублікув",1
"опуляк",1
"опікувал",1
"опікун",1
"організаторк",1
"організаційнопедагогічн",1
"організаційноуправлінськ",1
"організовув",1
"організувал",1
"орд",1
"оригінальност",1
"оригінальніст",1
"орк",1
"орієнтаці",1
"орієнтаціє",1
"орієнтир",1
"освоєн",1
"освітапедагогік",1
"освітацифр",1
"освітигімназ",1
"освітипедагогік",1
"освітисеред",1
"освітит",1
"освітицдп",1
"освітленн",1
"освітленост",1
"освітлюєт",1
"освітньонаук",1
"освічен",1
"осколк",1
"осмислит",1
"основоположн",1
"особистоорієнтован",1
"особливостівідмінн",1
"остап",1
"остенд",1
"острянськ",1
"остін",1
"осучасненн",1
"осєгор",1
"осік",1
"осіп",1
"осіпов",1
"отвор",1
"отг",1
"отп",1
"отрималивичерпн",1
"отримают",1
"отримаєт",1
"отрифон",1
"оф",1
"офлайн",1
"оформит",1
"оформлен",1
"оформля",1
"офісн",1
"охар",1
"охарактеризув",1
"охарактеризуєм",1
"охопит",1
"охоплюют",1
"охріменк",1
"оцифрован",1
"оцінен",1
"оцінит",1
"оцінц",1
"оцінююч",1
"очевидн",1
"очевидц",1
"очистяк",1
"очищ",1
"очок",1
"очолюван",1
"очікуванн",1
"очікуют",1
"ощирбул",1
"павільйон",1
"падаюч",1
"пакуванн",1
"пал",1
"палеозоологине",1
"палеозоологі",1
"памятайт",1
"памятаюч",1
"панасенк",1
"пандем",1
"пандемічн",1
"панспермі",1
"панікуют",1
"пап",1
"папер",1
"паращукшон",1
"парламент",1
"паростк",1
"парт",1
"пасивн",1
"пасхалі",1
"патрульн",1
"патріот",1
"патріотизм",1
"пащенк",1
"педагогамивиховател",1
"педагогомгуманіст",1
"педагогомноватор",1
"педагогоморганізатор",1
"педагогівпрактик",1
"педагогіц",1
"педпрацівник",1
"педінститут",1
"первинн",1
"первозванівськ",1
"переб",1
"перебувал",1
"переважают",1
"переведем",1
"перевезен",1
"переверзєв",1
"перевил",1
"перевищ",1
"перевтіленн",1
"перевір",1
"перевірил",1
"перевірц",1
"перевіряют",1
"перегляд",1
"переглядаюч",1
"перегляну",1
"переговор",1
"перегон",1
"передадут",1
"передаст",1
"передбачаєт",1
"переддипломн",1
"передивит",1
"передостанн",1
"передпрофільн",1
"передув",1
"передус",1
"пережив",1
"переживают",1
"переживаєм",1
"пережит",1
"перейменув",1
"перейн",1
"перейт",1
"перекладацьк",1
"перекладач",1
"перекладачк",1
"перекласт",1
"переконлив",1
"переконуєм",1
"перекрив",1
"перемаг",1
"переможем",1
"переміг",1
"перемістил",1
"перемістит",1
"перенесенн",1
"переносит",1
"переорієнтув",1
"переосмисленн",1
"перепон",1
"перепонимихайл",1
"перепохованн",1
"перерв",1
"переривал",1
"переривист",1
"переробн",1
"переросл",1
"переріс",1
"пересад",1
"пересвідчит",1
"пересиланн",1
"перестрибнут",1
"пересув",1
"пересунут",1
"пересічн",1
"перетвор",1
"перетворен",1
"перетворююч",1
"перетн",1
"переховув",1
"перехоп",1
"перлин",1
"перпендикулярн",1
"персе",1
"персеїд",1
"персиков",1
"персонаж",1
"персоналі",1
"перспективніст",1
"перчунівськ",1
"першачк",1
"першотравенськ",1
"першіст",1
"петербург",1
"петр",1
"печерськ",1
"пз",1
"пивовар",1
"пиж",1
"пилипак",1
"пильн",1
"писемност",1
"питаннямиіндикатор",1
"питанняч",1
"пич",1
"пишают",1
"пишем",1
"пк",1
"плавност",1
"плавніст",1
"плакат",1
"плануют",1
"планіметр",1
"пластик",1
"пластмас",1
"платн",1
"платформанавчальн",1
"пленерн",1
"плетенн",1
"плинніст",1
"плод",1
"плодов",1
"площе",1
"плям",1
"пн",1
"пнмн",1
"побажа",1
"побач",1
"побитт",1
"побс",1
"побудув",1
"побужж",1
"побутуванн",1
"побірченк",1
"повернув",1
"поверхне",1
"поверхнев",1
"повноцінн",1
"поводит",1
"повстанц",1
"повторенн",1
"повторювальн",1
"повязуют",1
"повідомлен",1
"повірил",1
"повірит",1
"поглиб",1
"поглибил",1
"поглиблюют",1
"поглянут",1
"поговорим",1
"поговорит",1
"погод",1
"погодн",1
"погож",1
"погрібн",1
"погіршув",1
"погіршувал",1
"подаватид",1
"подальшоїдискусіїстудент",1
"подальшуспівпрац",1
"подарован",1
"подарувал",1
"подарунок",1
"подвиг",1
"подивит",1
"подискутув",1
"подобаєт",1
"подовжен",1
"подовженн",1
"подплєтн",1
"подякувал",1
"подякуєм",1
"поділен",1
"подіє",1
"поетреволюціонердемократ",1
"пожвавлен",1
"пожежник",1
"позаурочн",1
"позбавля",1
"поздняк",1
"поздоровляєм",1
"позик",1
"позиціонуванн",1
"познайом",1
"познан",1
"позначаєт",1
"позначил",1
"показан",1
"показувал",1
"показуюч",1
"покладен",1
"поклик",1
"покращ",1
"покращуют",1
"покров",1
"покупок",1
"полегшенн",1
"полежа",1
"полемік",1
"полуденн",1
"полунчук",1
"полягают",1
"полін",1
"поліноміальн",1
"поліпшил",1
"політиц",1
"поліціє",1
"поліщук",1
"померл",1
"помилк",1
"помилув",1
"поміркован",1
"помічен",1
"поміщен",1
"поновлюв",1
"пономар",1
"поп",1
"попереджают",1
"попит",1
"поповнил",1
"поповнит",1
"поподорожув",1
"попросил",1
"популярн",1
"поранен",1
"порекомендувал",1
"породжен",1
"порушил",1
"порушув",1
"порівнюв",1
"порівнюют",1
"порівнююч",1
"поріг",1
"посадк",1
"поселенн",1
"посилан",1
"посиланняhttpsonixteamанастас",1
"посилают",1
"посилюв",1
"посип",1
"посланн",1
"послугувал",1
"послідовниц",1
"посольств",1
"посприял",1
"поспілкувал",1
"поспішайт",1
"пост",1
"постав",1
"поставленн",1
"постан",1
"постат",1
"постачанн",1
"постпродакшн",1
"постредагуванн",1
"поступ",1
"поступаєт",1
"посідаєм",1
"потоц",1
"потрап",1
"потрет",1
"потрібен",1
"потужн",1
"похованн",1
"поцікавил",1
"поціновувач",1
"почергов",1
"почерпнут",1
"починал",1
"почнем",1
"пошаров",1
"поширюв",1
"пошиют",1
"пояснит",1
"пояснювальн",1
"поєдинк",1
"поєднуєт",1
"правд",1
"правоохоронц",1
"правосудд",1
"прагн",1
"прагнут",1
"практикозорієнтован",1
"практикоорієнтован",1
"практикув",1
"практичноорієнтован",1
"прапорец",1
"працевлаштовуют",1
"працелюбн",1
"працеохоронн",1
"працююч",1
"працюєм",1
"предметноінтегративн",1
"представлят",1
"представляєм",1
"представниц",1
"представнице",1
"предстален",1
"предявленн",1
"презент",1
"пресвят",1
"престижност",1
"прецесіє",1
"приблиз",1
"прибу",1
"приваблив",1
"привабливіст",1
"приватн",1
"привернул",1
"приверт",1
"привест",1
"привод",1
"приводит",1
"привязан",1
"привідн",1
"привіле",1
"привітан",1
"приготован",1
"приготув",1
"пригощ",1
"придбан",1
"приділ",1
"приділит",1
"приземн",1
"призерк",1
"признач",1
"прийт",1
"прийш",1
"прикл",1
"прикладут",1
"приклал",1
"прикласт",1
"прикр",1
"прикріпит",1
"прикріплен",1
"прикінцев",1
"примір",1
"принагідн",1
"принес",1
"принципов",1
"природничонаук",1
"природознавц",1
"присвоєнн",1
"присвоїт",1
"присвят",1
"прискоренн",1
"притягнен",1
"прифронт",1
"прихистк",1
"приховув",1
"причетн",1
"причиннонаслідк",1
"приєднув",1
"приємніст",1
"проактивн",1
"проаналізувализміст",1
"проваджен",1
"провадженн",1
"провадитимут",1
"проводим",1
"проводитимут",1
"провокуют",1
"прові",1
"прогнозув",1
"прогнозуванн",1
"прогнозуют",1
"проголошен",1
"програмуют",1
"прогрес",1
"продиктован",1
"продовжен",1
"продовжуюч",1
"продовжуєм",1
"продуктивніст",1
"продукув",1
"продуман",1
"продумув",1
"проектнодослідницьк",1
"проекц",1
"прожит",1
"прозоріст",1
"пройд",1
"прокач",1
"прокинут",1
"прокопец",1
"прокофєв",1
"прокреслюют",1
"пролун",1
"промен",1
"промисл",1
"промисловіст",1
"промоакц",1
"промов",1
"проміжк",1
"проміжн",1
"пронизан",1
"проникают",1
"прообраз",1
"пропагандист",1
"пропагув",1
"пропедевтик",1
"прописан",1
"пропонувал",1
"пропонуєт",1
"пропуск",1
"пропустит",1
"пророк",1
"просвіт",1
"просвітницькопрофорієнтаційн",1
"проскур",1
"просторов",1
"пространств",1
"простіш",1
"просув",1
"просувают",1
"просін",1
"протидимн",1
"протилежн",1
"протипожежн",1
"протисто",1
"протистоїт",1
"протіканн",1
"професорд",1
"професійнозначущ",1
"професійноорієнтован",1
"професійнопедагогічн",1
"професійнотеоретичн",1
"професіон",1
"професіональн",1
"професіоналівпрактик",1
"професіє",1
"профорієнтац",1
"профорієнтуванн",1
"процвіт",1
"процвітанн",1
"процесівиступиласвітлан",1
"процюк",1
"прочит",1
"прочитан",1
"прош",1
"проявит",1
"проявл",1
"проявляют",1
"проєкттрипт",1
"проєктуповязан",1
"прядун",1
"пряж",1
"психн",1
"психол",1
"психопортрет",1
"птах",1
"птнз",1
"птух",1
"публікаціє",1
"публікуватимем",1
"публіцистик",1
"пугач",1
"пудр",1
"пурпуров",1
"пшениц",1
"пют",1
"пятер",1
"пятигор",1
"пятниц",1
"пятьм",1
"пятьох",1
"пятірк",1
"піар",1
"піб",1
"півдн",1
"північносхідн",1
"півпростор",1
"піврок",1
"півтор",1
"півтін",1
"підб",1
"підбиваюч",1
"підбир",1
"підбірк",1
"підвантажен",1
"підвищен",1
"підвод",1
"підводн",1
"підготовил",1
"підготовленост",1
"підгрунт",1
"підгруп",1
"підказк",1
"підказув",1
"підключ",1
"підкомісі",1
"підкомітет",1
"підкор",1
"підкресл",1
"підкресленн",1
"підкреслю",1
"підкріплен",1
"підн",1
"піднесенн",1
"піднят",1
"підпис",1
"підписк",1
"підпорядкован",1
"підпорядковув",1
"підпримств",1
"підприємц",1
"підраховув",1
"підробк",1
"підростаюч",1
"підряд",1
"підсилюют",1
"підсумув",1
"підтвердил",1
"підтримувал",1
"підтримуйм",1
"підтримц",1
"підут",1
"підходит",1
"підібр",1
"пізнав",1
"пізнанн",1
"пізнаєм",1
"піклуванн",1
"піксел",1
"пільгов",1
"пінгпонг",1
"пінчук",1
"піп",1
"піт",1
"піц",1
"піш",1
"піщинк",1
"піщинок",1
"раваруськ",1
"раділ",1
"радіоведуч",1
"радіометричн",1
"радісн",1
"райдшеринг",1
"ракетахносі",1
"ракетнокосмічн",1
"ральф",1
"рамкахобласн",1
"ранг",1
"ранок",1
"рахунк",1
"рахуюч",1
"рахівниц",1
"раціоналізаторств",1
"рашамастерс",1
"рвв",1
"реабілітаці",1
"реактив",1
"реактор",1
"реалізаціє",1
"реалізовувал",1
"реалізовуєм",1
"реалізовуєт",1
"ребус",1
"революц",1
"регламентуют",1
"регулюют",1
"редаг",1
"редагуванн",1
"редакторк",1
"редакці",1
"режимпочал",1
"резонанс",1
"резюмуюч",1
"рейтингов",1
"реквізит",1
"рекоменд",1
"рекомендац",1
"рекомендуєм",1
"рекреац",1
"рекреаційн",1
"ректорк",1
"релаксув",1
"релевантн",1
"релевантност",1
"релевантніст",1
"реляційн",1
"релігі",1
"рем",1
"ремесел",1
"ремесл",1
"реміснич",1
"репетиці",1
"репрезентативност",1
"репрезентован",1
"репрес",1
"республіц",1
"ресторац",1
"ресурсищодопомагают",1
"ретрообраз",1
"рефлексивн",1
"рефлексув",1
"рефлексі",1
"рехман",1
"рецензуванн",1
"рецепт",1
"рецептур",1
"речен",1
"реченн",1
"рештк",1
"реінкарнац",1
"рибкін",1
"ризьк",1
"римськ",1
"ринков",1
"ринок",1
"ритейл",1
"ритмічніст",1
"роб",1
"роберт",1
"робил",1
"робим",1
"роботладиф",1
"роботманіпулятор",1
"роботомпавук",1
"роботоплатформ",1
"роботорук",1
"роботчистильщик",1
"робітнич",1
"рогач",1
"родинн",1
"родіон",1
"рожев",1
"рожевоцвіт",1
"розбуд",1
"розважил",1
"розвертаєт",1
"розвиваваюч",1
"розвивал",1
"розвивают",1
"розвязан",1
"розвідк",1
"розвідок",1
"розвідц",1
"розвінчан",1
"розвіш",1
"розвіюванн",1
"розгорнул",1
"розгублен",1
"розд",1
"роздав",1
"розділил",1
"роздільн",1
"розказув",1
"розквіт",1
"розкопк",1
"розкрив",1
"розкривают",1
"розкрилан",1
"розливанн",1
"розлітают",1
"розмаїтт",1
"розмінуванн",1
"розмітк",1
"розпил",1
"розпис",1
"розповсюджув",1
"розпові",1
"розповідал",1
"розповідают",1
"розповідд",1
"розпорошен",1
"розпорядк",1
"розпоча",1
"розпочат",1
"розпочинаєт",1
"розпочн",1
"розрив",1
"розроб",1
"розробляв",1
"розроблял",1
"розрізн",1
"розслабит",1
"розслідуван",1
"розсіююч",1
"розход",1
"розхідн",1
"розчарув",1
"розширил",1
"розширю",1
"розігр",1
"розім",1
"рокитнівськ",1
"ромасевич",1
"россочинськ",1
"ростисл",1
"росток",1
"роутер",1
"рудницьк",1
"ружил",1
"руйнуванн",1
"руйнуюч",1
"рукодільн",1
"румуні",1
"рур",1
"рут",1
"руханц",1
"рухаєм",1
"рухов",1
"рухом",1
"ручк",1
"руш",1
"рф",1
"ршвец",1
"рябц",1
"рівноправност",1
"різдв",1
"різниц",1
"різнокольор",1
"різноманітніст",1
"різноманітт",1
"різноплан",1
"річ",1
"річч",1
"рішуч",1
"савченк",1
"садовийт",1
"сакбаш",1
"сакральн",1
"сакур",1
"сальт",1
"самарец",1
"самоактуалізаці",1
"самобутност",1
"самовдосконалюв",1
"самовихованн",1
"самодостатност",1
"самойл",1
"самоменеджмент",1
"саморобн",1
"саморухом",1
"самоудосконалюв",1
"самоучк",1
"санітарн",1
"сапр",1
"сапроненк",1
"саран",1
"свириденк",1
"своєчасност",1
"святков",1
"святкуєт",1
"свідк",1
"свідоміст",1
"свідоцтв",1
"свідч",1
"світанок",1
"світличн",1
"світловодськ",1
"світлофільтр",1
"світорад",1
"світосприйнятт",1
"світськ",1
"сегрегац",1
"сегрегаці",1
"сезонн",1
"секрет",1
"секретаріат",1
"секунд",1
"сел",1
"селекц",1
"селекці",1
"семен",1
"семененк",1
"семенц",1
"семиповерхов",1
"сенек",1
"сенс",1
"сенсорн",1
"сераф",1
"сербі",1
"сервер",1
"сергат",1
"сергі",1
"сергійовичхарченк",1
"сердец",1
"сердечк",1
"сердечн",1
"середин",1
"середміст",1
"середньорічн",1
"серифік",1
"серйозн",1
"серйозніст",1
"серп",1
"серпнявересн",1
"сертифікатн",1
"сертифікаці",1
"сертифікаційн",1
"сертифікован",1
"сигн",1
"сигнал",1
"сигнальн",1
"симбіоз",1
"символьн",1
"символіз",1
"символік",1
"символічн",1
"симпозіум",1
"сингулярн",1
"синергі",1
"синергіє",1
"синтетичн",1
"синхронн",1
"синхронізац",1
"синьковицьк",1
"синьожовт",1
"сирен",1
"систематизатор",1
"систематизован",1
"ситуаційн",1
"ситуаціє",1
"сичік",1
"ск",1
"скандальн",1
"сканер",1
"скарбниц",1
"скарбничц",1
"скбд",1
"складатимет",1
"складатимут",1
"складен",1
"складнощ",1
"складніст",1
"складськ",1
"склян",1
"сконструйован",1
"сконструюв",1
"скорегув",1
"скорик",1
"скорист",1
"скориста",1
"скористал",1
"скорозвон",1
"скорольв",1
"скороченн",1
"скоріш",1
"скрам",1
"скриньк",1
"скрипник",1
"скрипц",1
"скрутн",1
"скуштув",1
"скінченн",1
"скіфськ",1
"слабк",1
"слабконелінійн",1
"слайд",1
"слив",1
"слоган",1
"слуг",1
"слугуют",1
"слукаш",1
"слухаюч",1
"слюсаренк",1
"слівасоціац",1
"слідк",1
"слідуванн",1
"сліз",1
"сліп",1
"сліпченк",1
"смаколик",1
"смакув",1
"смачніш",1
"смертельн",1
"сметан",1
"сметанк",1
"сметанн",1
"смуг",1
"снайдер",1
"снезабитовськ",1
"сніжинк",1
"со",1
"собак",1
"совєт",1
"сок",1
"соколенк",1
"сокіл",1
"сологуб",1
"солодощ",1
"солом",1
"соломон",1
"солідн",1
"сонечк",1
"сорок",1
"соромил",1
"сорочан",1
"сорочиц",1
"сортуванн",1
"сортуют",1
"сотнік",1
"софі",1
"соціальногеографічн",1
"соціальнопобутов",1
"соціальноповедінков",1
"соціальнотрудов",1
"соціологі",1
"соціологічн",1
"сошенк",1
"спадщин",1
"спалах",1
"спецдисциплін",1
"спецкурс",1
"спецшкол",1
"спеціалізац",1
"спир",1
"списк",1
"сплав",1
"сплачуют",1
"сплив",1
"сплинут",1
"сповіщенн",1
"спогляд",1
"спогляданн",1
"сподівают",1
"споживанн",1
"споконвічн",1
"спокус",1
"спонсорськ",1
"спонтанн",1
"спонук",1
"споровопилков",1
"спортивнооздоровч",1
"спортсмен",1
"спортсменіворієнтувальник",1
"спорядженн",1
"спостережливіст",1
"спостерігал",1
"спостерігают",1
"спостерігаєт",1
"справит",1
"справл",1
"справлял",1
"сприйм",1
"сприйнял",1
"спритніст",1
"спричинюют",1
"сприятлив",1
"сприяюч",1
"спробуйт",1
"спровокув",1
"спрогнозув",1
"спроектован",1
"спроектув",1
"спрощуют",1
"спроєктован",1
"спрямовув",1
"співавторк",1
"співвітчизник",1
"співгол",1
"співдружніст",1
"співзасновниккерівн",1
"співмірн",1
"співорганізаці",1
"співп",1
"співпереживанн",1
"співпрацюв",1
"співпрацюєм",1
"співрозробник",1
"співучаст",1
"співчутт",1
"спідлкуванн",1
"спізн",1
"спікерц",1
"спілкуваннястудент",1
"спілкуют",1
"спілкуюч",1
"спірін",1
"срср",1
"срябц",1
"стабільност",1
"стабілізаціє",1
"ставим",1
"стадніченк",1
"стаді",1
"стажистдослідник",1
"стажуван",1
"стаил",1
"станет",1
"стануsoft",1
"станціє",1
"станіслав",1
"станіславович",1
"стар",1
"старанн",1
"старанніст",1
"старостенк",1
"стартов",1
"старухін",1
"статистдослідник",1
"статистиц",1
"сташенк",1
"створим",1
"створювал",1
"створюван",1
"створюватимут",1
"створюєм",1
"створюєт",1
"стейкхолдеризавіт",1
"степан",1
"степаненк",1
"стереометр",1
"стеценк",1
"стикаєт",1
"стилістк",1
"стимул",1
"стимулю",1
"стисл",1
"стм",1
"сто",1
"стовпц",1
"стовпцев",1
"стойк",1
"столичн",1
"столітн",1
"сторінц",1
"стосуєт",1
"стоїт",1
"стратегіє",1
"стратиграф",1
"стратифікаці",1
"стратифікован",1
"страхов",1
"страхуванн",1
"стресостійкост",1
"стримінг",1
"строг",1
"структурнофункціональн",1
"структурован",1
"струнк",1
"стрі",1
"стрільб",1
"стріч",1
"студентамвипускник",1
"студентамивипускник",1
"студентамимагістрант",1
"студентамматематик",1
"студентамменеджер",1
"студентаморганізатор",1
"студентампершокурсник",1
"студентапрактикант",1
"студентвчител",1
"студентивчител",1
"студентигеограф",1
"студентизаочник",1
"студентимагістрант",1
"студентипредставник",1
"студентифмпнт",1
"студенткамагістрантк",1
"студенткамиматематик",1
"студенттретьокурсник",1
"студентц",1
"ступаченк",1
"стурбованіст",1
"стібок",1
"стінк",1
"суботц",1
"субєкт",1
"субєктобєктн",1
"субєктомпідвищеннякваліфікаціїакадем",1
"сувенір",1
"судде",1
"сукон",1
"сумк",1
"сумлінніш",1
"сумув",1
"суміжн",1
"сумісн",1
"сумісніст",1
"супостат",1
"сурінат",1
"суспенз",1
"сут",1
"сухачк",1
"суцільн",1
"сучаснихумов",1
"сучасніст",1
"сферахз",1
"сформувал",1
"сформульован",1
"сформулювал",1
"схарактеризован",1
"схематичн",1
"сценічн",1
"сьогоднішньомужиттєв",1
"сьом",1
"сєвєродонецьк",1
"сі",1
"сіг",1
"сіданіч",1
"сікор",1
"сімейн",1
"сімейств",1
"сінет",1
"сінокоп",1
"сінчук",1
"сіст",1
"січ",1
"табл",1
"тадейович",1
"тактик",1
"талан",1
"там",1
"тамар",1
"танк",1
"танок",1
"танцюв",1
"танцювальн",1
"таоксан",1
"татаренк",1
"таценк",1
"тацифров",1
"таємн",1
"таємниц",1
"таємничост",1
"таї",1
"тваринн",1
"твкуценк",1
"твфурсиков",1
"твір",1
"тг",1
